,0
1182,"Seen 2 peregrines today 8.40 one had pigeon in its feet so lucky to see them again! flew over tram stop but didn,t hav phone to take pic :-("
1183,@jeffer_jen @LloydPfc nope but just had another check today and I have a hernia :(
1184,"guess who's spent half an hr sitting outside her apt building bc she left her keys at work?

I hope someone needs to leave this bldg soon :("
1185,@camerondallas too hard to get a notice from youu :((
1186,"@RichelleMead it's being more than enough since you wrote the dark swan series, won't you ever write a fifth book? I'm dying! 3 years now :("
1187,@theemilygrayxo Mmmmm if i wasn't at work i would babe :( X
1188,@imNadies I need my avi dude.. :(
1189,so alone :-( http://t.co/R6kMtPHPF4
1190,@NICKIMINAJ nicki follow me please :(
1191,@russophobes :( fucjikg disgusting
1192,#BuyNotAnApologyOniTunes isn't avalible in Denmark :(... Could someone please gift it to me? im frustrated
1193,@maddylovve_ @kriseldagarza no she's talking about me lmao :(
1194,my throat hurts like hell nw :-((
1195,first day of sch and i miss sharing a class w jeslyn already :-(
1196,72 and counting.  :( http://t.co/9xWKegCy6W
1197,@Techverse_in i was rooting :( kuch nahi hua
1198,Terrible day. I've been bitching at newbies trying to get them to think for themselves &amp; search for help. Only one gave me crap about it. :(
1199,@byunboobs come back :-(((((
1200,"I really need a miracle happen today :( 
4th win please.."
1201,@mikecom17 Oh that's not good Linda :( Have you tried clicking on the option to change the pin?
1202,Craving chicken wings :(
1203,@phillyc13 :( love you
1204,@Uber epic fail on the #UberIceCream page wont even load :-(
1205,@andylimko thank you sa bracelet. Ang ganda!! :((( 💗💗💗
1206,"@NinaBejar nux hinanap ako! Yes, told ya I have no load :(( uy check fbc grabe my sched anyare"
1207,"Co “@AusiDineo_: I would entertain such tbh ""@ImKhweziN: ""Hey, remember me?"" typa weather :(""”"
1208,Any twitter buddies able to do a 5 minute transparency job? I am shit at photoshop :(
1209,Still haven't decided how I want my name on my planner :( Please helpppp
1210,@DJEternalRefuge I WANNA TAKE A SELFIE CAUSE IM WEARIG DRI BUT GOT ALOT OF PEOPLE INSIDE THE BUS :-(
1211,"@EmperorJepp yeah, they are just the next prey :( poor girls"
1212,I feel so gross. Like sick. And my tummy hurts. :( I wanna go home. — feeling drained
1213,"@morealtitude #ausfailia haha! I am missing out on snow :( &amp; live footy. But flight gets in day before the game that counts,2nd ye in a row!"
1214,m&amp;m's and kitkat please :((((
1215,@R_steeez12 really sad I didn't get to see you guys on bday  :(
1216,@casterogue @KristineMayor :((((( no money 😩😩😩😢
1217,"""@hallarkd: @haxllaark @hallahup_ @pxleehalla @hallakuma @hallashi guys :( http://t.co/gXI974Xj63""saoloh -_-"
1218,@AlexandraBjelk suger :(
1219,Olivia can't read oh my god :( #b&amp;s
1220,@SeaveyDaniel I've been supporting you since the audition of american idol and until now.. ugh you still don't notice me :(
1221,@JoshTheFiend but I am a virgin. :(
1222,@Jeyneus I'm used to foot injurys now lol .. My appendix burst a while ago so it's not appendicitis .. They just told me I have a hernia :(
1223,@gotshinee yeahh :(( but it's so hard esp. they're not doing well on digital charts cries
1224,@SWlZZ well ... Fack ... looks like I won't be able to touch NHL 15 ever again :(
1225,Hays :(
1226,@JamesRussellFFC @Stormzy1 no g i cant afford it :(
1227,I really miss you :(
1228,"praying for you , KHAMIS ... :( ... https://t.co/cX9MmWnRA4 #Kadhafi"
1229,I wanna go to my favorite spot &amp; watch the sun rise but that's all the way across town :(
1230,ugh I reaaly don't know what to do. :( -ja
1231,@thenomimo Sorry for the delay Naomi :(
1232,@hannah_arias modern contemporary... thats why :(
1233,i messed up big time :(
1234,Looking for fun? KIK : slacke565 #kik #kikmeguys #blonde #kikchat #sexy #mpoints #kiksexting :( http://t.co/LReixn2h5o
1235,Jahat :(
1236,@Kimberly_171 my poor baby :(
1237,"I would entertain such tbh ""@ImKhweziN: ""Hey, remember me?"" typa weather :("""
1238,"but, i know that i can't :("
1239,@iamnonexistent oh dear :( that discount though!
1240,@harIeyyquinn i cant now bc im going thorpe park 5 days after my bday :(( but now idk what to do instead
1241,: ( the goats got scared of me
1242,@_payneourdaddy I miss them :(
1243,@FluffyBearsPS3 u never call :(
1244,@neon27164907 i left :(
1245,@EmmaLK Yeah I guessed as much. :( Hope they decide to play nicely for you.
1246,"esnho: Why the ""NODE15 - Advanced DirectX11 Shading Workshop P2"" is uploaded and removed? :("
1247,Blackberry is such a shitty mobile :( #PovertyYouAreEvil
1248,Help God :(
1249,i think I'm getting sick :(
1250,Really struggling painting with my finger :(
1251,Math test result :((
1252,"I love you, how but you? @Taecyeon2pm8 did you feel the same? Emm I think not :("
1253,Ouch. That hurt :(
1254,"@Red_Doom @Twymaan you lied to me :(
You said you could t drink :("
1255,@Phonemast Ah must have missed that. Still no sign of any data network in #Elgin yet though :-(
1256,HAY WAITING GAME AGAIN... WAITING FOR MY VAVA :( I'M HUNGRY NA!! @ebymcpgl
1257,@tinfinities oh no she isn't :(((( but yes makati!!
1258,One day :( 💛 https://t.co/QtJBLWWLhy
1259,@satabengdagat omg same baon ko for a week was soup and i would soak bread until it was mush?? :(((
1260,I'm missing the game :( they'd better show it later
1261,"I miss Matt and he's coming home 14 days before I do, so I don't know if he's going to be there when I get back :(("
1262,Raining again :(
1263,Is it September yet? I need OUAT back :((
1264,oh well won't be going the beach :( horrible blinkin weather
1265,@ianrobo1 Other than players that is :(
1266,@moontwink one of the best couples :(
1267,@StreetFighter Still not working :(
1268,@RealMichelleW unblock me on Instagram :(
1269,headack badly tension eritation :(
1270,@endohope thanks for your answer! I am feeling so frustrated :( I will try to change my perspective
1271,I'm using all my time just to chat with u but u don't seem like u want to chat with me :(
1272,"@harryetlou harry: ""so we don't forget any of our songs to add to the wedding playlist :(""
*louis endlessly blushing n batting his eyes*"
1273,@prattmouserat poor kiddo :(
1274,My Rumbelle feels are just too overwhelming... :((
1275,Can't believe I still saw a lot of trash thrown irresponsibly during the Pakighinabi session. :(
1276,why not pinkfinite huhu :( #더쇼 #에이핑크 @SBS_MTV
1277,@LBHCRM hi beb :  ( i have a really bad migraine. sorry i wasn't on a lot today but i'm in a lot of pain : ( i'm gonna rest more. i love you
1278,so I was driving home rn and I almost ran over a coyote :( shit scared the fuck outta me.
1279,"@ellierowexo in this weather, are you mad? &amp; work :( 😒😒"
1280,Headache :(
1281,oh my head #인피니트 save me :(((((((((((
1282,my precious baby baechu :-((((((
1283,Emotionally tired :(((
1284,"@kitteninlaces aww, baby :("
1285,I never see you @JackJackJohnson @jackgilinsky :( #CalibraskaEP
1286,@TotTeaOnah what r u talking about I still am :(
1287,@CyrilleeJeeff i feel yah :(
1288,@KEEMSTARx yo dude. Fancy helping a fan out? I wanna grow a yt channel but can't purchase an Elgato :(
1289,no one wants to go to ant man with me :(
1290,"Expect the UNEXPECT ... :(

#BESTFriend"
1291,@Saurabh_tri I'm okay.. Mom was doing well all this while but day before yesterday she fainted due to low bp and now she is having fever :(
1292,"@mxszwxrx ""all along it was a fever, "" :("
1293,So apparently it's no shower friday at the subway and no one was kind enough to tell me. Not cool guys! :(
1294,"Please keep him in your prayers. He's very fragile. I can't even cry, I feel like I've done too much of that this week already. :("
1295,"@pagodane @HakubiRedwinter I know, right? sure, they will leave a huge gap in comic plots :("
1296,last summer vacation with my family im emotional :(
1297,@DestinyNews_net Bungie not nice to us folk in the rest of the world. :(
1298,Well I broke another Raspberry Pi :(
1299,New shoes please :(
1300,@dumplinghoya I've been wanting to change it to only woohyun one but sunggyu makes me feel guilty :(
1301,monica just went to davao. :( luckyyyy
1302,Almost is not enough. Confidence is not enough. I'm not enough. Good night. :(
1303,@Jae0409 cuz I thought we could ask team snapchat to make live for the concert since its last concert for EUNHAE :(
1304,Crap!! I misplaced my phone. :(
1305,i miss you too den :(((  https://t.co/sIvKwcomiZ
1306,I miss my baby dae and bap so much :-(
1307,"@yokotaso_modoki 
I'm not good at Japanese likewise, either :("
1308,@_irwinstagram I'll give you Liam solo DM for Dylan :(( pls?:(
1309,@BellsIsMine what happened? :(
1310,will u follow me back again? :((( huehue @SeaveyDaniel
1311,also u can't make rice krispy treats without marshmallows &gt;:((
1312,@seungwannabe take care of urself :((((
1313,My body is srsly so tired but I can't sleep :-(
1314,@jenalive11 @TonightAlive and me :(
1315,#Birmingham #m5m6junction heading to #soulsurvivor15 #stafford slow progress :-( http://t.co/seHTxVttAe
1316,idk why I think my follow is a gift :(
1317,@practicallyhaz same :(. now it's a mixture of being so proud of them for how far they've come but also missing those days :(
1318,Ang inactive ko. Shems :((
1319,"@TheOGB @plasticniki @iggigg @J4PE5 dude, watch the language :("
1320,The state of my hair :( http://t.co/wnODE8EZzI
1321,i miss someone :(
1322,I wanna watch Paper Towns!! :((
1323,@glennlondey @CarltonFC looking that way :(
1324,Practice sad lage :(
1325,GUYS add my KIK - ramd #kik #kikme #talk #lesbian #oralsex #video #sexual :( http://t.co/Ty5Uar0Rmy
1326,@VMilas dont  really know sorry.:( try opening in paint and save as.
1327,@CatWormstein Youre getting famous :(
1328,It's my last day working with the munchkin today...:(...bought her a little parting gift...so far… https://t.co/0xSWksXs2t
1329,@Aimeemuthoni I miss you :( Still in Juja?
1330,Short Talk! Last Day Of Beach :(: http://t.co/sStJosDrNZ via @YouTube
1331,"@rinshilah i asked Mr Murugan, i hope he handles the trip this year. If dia reply i bgtau. Yeah i wanna go too :( i harap my mom bagi! Aminn"
1332,I also wanna go to the beach with my best fraand :( I might need a new friend before December so we can go on holiday 😬
1333,i am crying here watching bigbang on my tl :((
1334,i had steak a lot when i was younger and the fat makes me g*g :(
1335,Sian ah where to go now anybody want to meet :-(
1336,@AndyFales @GustoPizzaDM I wish I could have pizza delivered to me at 5am... :(
1337,whats wrong with my nose :(
1338,Add me on Snapchat : NicoleaPage #snapchat #kiksex #kikmeboys #makeup #kikmeboys #free #camsex :( http://t.co/iVcyNmm8vP
1339,@NICKIMINAJ im trying not to fall asleep  :(
1340,"@scottybev I'm not surprised, that sounds hellish! Why would you do such a thing? :("
1341,I'm  thirstyyyy :(
1342,Bad dreams :(
1343,but it isnt today :(( http://t.co/D0W4ts9l2l
1344,@loststhewar its kinda true :(
1345,I get sad every time I think about it... Now I got chesties :( https://t.co/KcnI2lMB5J
1346,Dad says he wanna eat Nando's for dinner tmr :(
1347,@holyperrieeele i only gave you 22 because you have the rest???? :( i can give you a solo dm??
1348,@OhHeyItsAJ Bow down bitches to the queen of the world!!!! :(((
1349,No one is brave enough to watch all my snapchat story :(
1350,assignments :(
1351,@toriellis_xo hahah im not even joking :( you going MADE?xx
1352,"so upset hen is going to leeds and not reading, the RDD is dissipating :("
1353,@koolaidkiller18 no idea why :(
1354,"@BMACRM i don't know . . i'm sorry, let me make it up to you ? : ("
1355,Getting pumped :(  https://t.co/hb7eR51JdX
1356,Capeee :(((
1357,@xjisoobelle no money :(
1358,@lyjenny_ haha its in Japan :( Sorry love!
1359,@GrudgeReinhold me too :(
1360,@Ohioleh noo. he's a random person in my class :(
1361,"@chenonceaus @YoMadridismo we are young, we will outlive him &gt;:("
1362,@katiemac49 Going for x-rays and a dental on Monday to check out her spine...nothing they can do about it though apart from pain relief :(
1363,Popol day too :(
1364,my stomach is killing me :(((
1365,@KOVENuk Aww. Poor frog :(
1366,these are three of my favourite pictures i took of brad :-( i miss tour so much http://t.co/vlB3nXEDk6
1367,"LOOKING FOR GEN.AD. BETTER IF THE PRICE CAN BE NEGOTIABLE :(((( CAN SOMEONE HELP ME :((((( , HUHUHUHUHU #BBMADEinManila  #FindaVIP"
1368,Photo: boyirl: :( http://t.co/DphfgsuG1i
1369,Yasss. Still dont get paid til August 6th :( lol still got hella clothes though
1370,@HiddlesSupport So much :(
1371,"@Kellipage17 I've only been a fan of 5SOS since early June last year :( And I really hate that… I get so upset over it.
Not that my parents"
1372,@leiwaleyn @sophiasam013 miss you too laine :(
1373,@ImJoanneT Ahh no what did you get done?? I hope you're okay :(
1374,i'm so tired :(
1375,I have a bad sleep difficiency :(
1376,@SkyHelpTeam I have been a customer for 20 years. My Internet is no why near the speed it should be. It's so so slow :(
1377,I want to ESCAPE please :(
1378,"Yeah guys, don't b mean to rapists!!! They have feelings too :( :( :( :( not like they committed a crime or anything https://t.co/Ifwuz7Wl5j"
1379,Bachpan Ki Yaadein :- Missing Old Days :( http://t.co/g3ytUH4nU7
1380,@beckyeh sadly no :( i'm flying Finnair from Heathrow this time cos Norwegian was too expensive :\
1381,Car batteries are so expensive :(. I hope I get a new life with it
1382,@tyde_mobile @ProductHunt please don't ask for upvotes :( http://t.co/MT1tFymZGU
1383,@zaynsart lucky :(
1384,@llama_ajol eat and rest well :( you're too tired..
1385,@yashatenshi not a fan of dogs but KEENO :(
1386,@gracegnolo WHATTHEFUCK they r sick. YOU ARE NOT GROTTY OR AN ATTENTION SEEKER. they have no morality.. KEEP FERN AWAY FROM THEM :((
1387,Mimi is such a cute name but it feels weird when I use it as my name :((
1388,"mum left me and went bali for work :((((((
shes the only one who i talk to most"
1389,@gunthercollier but i wanna go :(
1390,I can't ever listen to @PARTYOMO the same again :(
1391,be back in my life :(
1392,Loving someone way tooo much .. :( #whyyy
1393,I said i'd fall asleep early today...yesterday??? But now i'm just really hungry :(
1394,SO MUCH EDITING TO DO. SO LITTLE TIME. :-(
1395,pleaseeeee. :(
1396,"Brb 
lowbat :(
#OTWOLGrandTrailer"
1397,"I'm getting back into a funk.
:( ugh this sucks."
1398,@Uber the app isn't working :( #wewanticecream
1399,Sweat look omg :((
